Time  1 - default sample rate [s]	Rods pressure [bar]	Shell_0_L [µm/m]	Shell_0_Z [µm/m]	Shell_1_L [µm/m]	Shell_1_Z [µm/m]	Shell_2_L [µm/m]	Shell_2_Z [µm/m]	Shell_3_L [µm/m]	Shell_3_Z [µm/m]	Shell_4_Z [µm/m]	Shell_5_L [µm/m]	Shell_5_Z [µm/m]	Coil_1_Th2_up [µm/m]	Coil_1_Th3_up [µm/m]	Rod_1_TC [µm/m]	Rod_2_TC [µm/m]
80.70	1.149	-526.02	1036.1	-476.62	1152.8	-268.87	-414.07	-399.62	971.14	1162.6	-176.51	-12.08	42.96	-180.67	107.12	139.28	
80.80	1.150	-525.97	1036.1	-476.56	1152.8	-268.86	-414.08	-399.59	971.15	1162.5	-176.54	-12.05	42.99	-180.62	107.10	139.29	
80.90	1.149	-525.93	1036.1	-476.51	1152.7	-268.87	-414.10	-399.60	971.11	1162.5	-176.52	-12.05	43.03	-180.60	107.10	139.30	
81.00	1.149	-525.97	1036.1	-476.53	1152.7	-268.89	-414.13	-399.62	971.08	1162.5	-176.50	-12.12	42.99	-180.66	107.11	139.29	
81.10	1.149	-525.92	1036.0	-476.59	1152.7	-268.84	-414.11	-399.60	971.10	1162.6	-176.53	-12.19	42.94	-180.71	107.13	139.27	
81.20	1.148	-525.82	1036.0	-476.60	1152.7	-268.84	-414.10	-399.59	971.09	1162.5	-176.53	-12.19	42.94	-180.71	107.14	139.25	
81.30	1.149	-525.83	1036.0	-476.60	1152.7	-268.87	-414.05	-399.62	971.06	1162.5	-176.52	-12.12	42.95	-180.73	107.13	139.24	
81.40	1.149	-525.89	1036.0	-476.65	1152.7	-268.95	-414.01	-399.64	970.99	1162.5	-176.53	-12.03	42.99	-180.70	107.11	139.24	
81.50	1.148	-525.93	1036.1	-476.67	1152.9	-268.99	-414.00	-399.65	970.94	1162.6	-176.53	-11.97	43.06	-180.65	107.07	139.26	
81.60	1.150	-525.89	1036.1	-476.57	1152.9	-268.96	-413.99	-399.67	970.99	1162.6	-176.55	-12.05	43.07	-180.64	107.05	139.27	
81.70	1.150	-525.85	1036.1	-476.51	1152.9	-268.89	-413.99	-399.64	971.03	1162.6	-176.54	-12.16	43.04	-180.65	107.04	139.27	
81.80	1.149	-525.88	1036.1	-476.49	1152.8	-268.82	-414.06	-399.60	971.09	1162.5	-176.57	-12.23	43.05	-180.67	107.06	139.25	
81.90	1.149	-525.91	1036.2	-476.47	1152.7	-268.81	-414.10	-399.57	971.12	1162.6	-176.58	-12.21	43.10	-180.61	107.08	139.23	
82.00	1.149	-525.91	1036.1	-476.52	1152.7	-268.84	-414.07	-399.60	971.08	1162.6	-176.49	-12.11	43.14	-180.51	107.08	139.23	
82.10	1.150	-525.88	1036.0	-476.57	1152.7	-268.88	-414.09	-399.66	971.07	1162.6	-176.46	-12.04	43.15	-180.48	107.06	139.25	
82.20	1.150	-525.84	1036.0	-476.58	1152.7	-268.92	-414.16	-399.68	971.10	1162.6	-176.54	-12.04	43.11	-180.53	107.04	139.29	
82.30	1.148	-525.87	1036.0	-476.58	1152.8	-268.95	-414.19	-399.66	971.10	1162.6	-176.64	-12.16	43.05	-180.62	107.05	139.29	
82.40	1.149	-525.92	1036.1	-476.57	1152.8	-268.94	-414.17	-399.63	971.09	1162.5	-176.67	-12.21	43.04	-180.67	107.07	139.27	
82.50	1.150	-525.95	1036.0	-476.57	1152.8	-268.90	-414.12	-399.61	971.12	1162.6	-176.60	-12.18	43.06	-180.66	107.07	139.25	
82.60	1.149	-525.94	1036.0	-476.59	1152.8	-268.87	-414.03	-399.57	971.14	1162.6	-176.52	-12.18	43.06	-180.61	107.07	139.23	
82.70	1.149	-525.91	1036.0	-476.62	1152.7	-268.94	-413.98	-399.57	971.11	1162.6	-176.48	-12.16	43.04	-180.58	107.07	139.23	
82.80	1.151	-525.94	1036.0	-476.63	1152.6	-268.99	-414.06	-399.60	971.09	1162.6	-176.46	-12.15	43.04	-180.58	107.07	139.22	
82.90	1.150	-525.95	1036.0	-476.58	1152.7	-268.98	-414.11	-399.61	971.11	1162.6	-176.46	-12.17	43.05	-180.58	107.07	139.21	
83.00	1.149	-525.93	1036.1	-476.58	1152.7	-268.94	-414.13	-399.63	971.10	1162.6	-176.49	-12.14	43.06	-180.57	107.08	139.20	
83.10	1.149	-525.94	1036.1	-476.61	1152.7	-268.95	-414.11	-399.64	971.07	1162.6	-176.58	-12.13	43.01	-180.63	107.08	139.20	
83.20	1.149	-525.97	1036.1	-476.61	1152.7	-268.94	-414.05	-399.64	971.05	1162.7	-176.63	-12.10	42.99	-180.71	107.06	139.19	
83.30	1.149	-525.95	1036.1	-476.59	1152.7	-268.88	-414.02	-399.63	971.09	1162.7	-176.65	-12.11	43.01	-180.71	107.05	139.19	
83.40	1.149	-525.91	1036.2	-476.55	1152.8	-268.85	-414.01	-399.60	971.14	1162.7	-176.63	-12.15	43.03	-180.70	107.05	139.19	
83.50	1.148	-525.88	1036.2	-476.54	1152.8	-268.88	-414.06	-399.61	971.14	1162.6	-176.60	-12.16	43.01	-180.71	107.05	139.20	
83.60	1.150	-525.83	1036.1	-476.54	1152.8	-268.87	-414.10	-399.58	971.14	1162.5	-176.60	-12.14	43.00	-180.73	107.05	139.21	
83.70	1.149	-525.84	1036.1	-476.54	1152.7	-268.84	-414.06	-399.51	971.14	1162.5	-176.62	-12.12	43.01	-180.71	107.04	139.22	
83.80	1.149	-525.92	1036.1	-476.51	1152.8	-268.81	-413.98	-399.48	971.14	1162.6	-176.60	-12.12	42.97	-180.70	107.02	139.23	
83.90	1.150	-525.91	1036.1	-476.44	1152.8	-268.79	-413.96	-399.51	971.11	1162.6	-176.59	-12.15	42.94	-180.73	107.02	139.25	
84.00	1.150	-525.91	1036.1	-476.42	1152.8	-268.81	-413.98	-399.57	971.07	1162.5	-176.64	-12.21	42.94	-180.75	107.03	139.24	
84.10	1.149	-525.94	1036.1	-476.45	1152.7	-268.82	-414.00	-399.57	971.05	1162.6	-176.65	-12.24	42.96	-180.73	107.03	139.22	
84.20	1.149	-525.96	1036.1	-476.55	1152.7	-268.87	-413.99	-399.54	971.08	1162.6	-176.64	-12.21	42.99	-180.67	107.03	139.20	
84.30	1.148	-525.95	1036.0	-476.60	1152.7	-268.90	-413.92	-399.53	971.09	1162.6	-176.61	-12.17	42.98	-180.70	107.04	139.20	
84.40	1.149	-525.91	1036.1	-476.60	1152.7	-268.83	-413.91	-399.54	971.03	1162.6	-176.55	-12.17	43.00	-180.70	107.05	139.19	
84.50	1.149	-525.88	1036.2	-476.56	1152.8	-268.77	-413.95	-399.54	971.04	1162.6	-176.54	-12.23	43.01	-180.69	107.05	139.19	
84.60	1.148	-525.83	1036.2	-476.51	1152.7	-268.78	-413.98	-399.51	971.14	1162.6	-176.61	-12.29	42.98	-180.70	107.02	139.20	
84.70	1.150	-525.78	1036.2	-476.56	1152.7	-268.84	-413.96	-399.51	971.11	1162.5	-176.71	-12.24	42.95	-180.70	106.99	139.21	
84.80	1.150	-525.77	1036.2	-476.64	1152.7	-268.83	-413.94	-399.49	971.10	1162.5	-176.69	-12.19	42.96	-180.67	107.00	139.22	
84.90	1.149	-525.81	1036.1	-476.64	1152.7	-268.85	-413.98	-399.49	971.13	1162.5	-176.63	-12.19	43.00	-180.65	107.00	139.20	
85.00	1.149	-525.88	1036.0	-476.58	1152.7	-268.89	-414.02	-399.53	971.13	1162.6	-176.60	-12.16	43.01	-180.65	107.01	139.18	
85.10	1.150	-525.93	1036.0	-476.51	1152.7	-268.83	-414.01	-399.58	971.16	1162.6	-176.56	-12.09	42.98	-180.69	107.01	139.18	
85.20	1.149	-525.99	1036.0	-476.46	1152.8	-268.79	-414.02	-399.63	971.13	1162.6	-176.48	-12.18	42.93	-180.74	107.00	139.18	
85.30	1.149	-526.01	1036.0	-476.48	1152.8	-268.80	-414.01	-399.63	971.11	1162.6	-176.44	-12.25	42.94	-180.73	107.00	139.18	
85.40	1.147	-525.99	1036.0	-476.55	1152.8	-268.85	-414.00	-399.61	971.15	1162.7	-176.50	-12.26	43.00	-180.74	107.02	139.18	
85.50	1.148	-525.95	1036.0	-476.58	1152.8	-268.91	-414.00	-399.58	971.14	1162.7	-176.57	-12.27	43.04	-180.74	107.01	139.17	
85.60	1.149	-525.87	1036.0	-476.60	1152.7	-268.90	-414.01	-399.53	971.12	1162.7	-176.59	-12.24	43.01	-180.70	107.00	139.17	
85.70	1.149	-525.85	1036.0	-476.60	1152.7	-268.89	-414.00	-399.50	971.14	1162.7	-176.62	-12.18	42.97	-180.68	106.99	139.19	
85.80	1.148	-525.92	1036.0	-476.65	1152.8	-268.90	-413.96	-399.57	971.15	1162.6	-176.66	-12.16	42.95	-180.73	106.98	139.20	
85.90	1.150	-525.95	1036.0	-476.69	1152.8	-268.89	-413.94	-399.60	971.15	1162.6	-176.66	-12.22	42.93	-180.76	106.98	139.19	
86.00	1.149	-525.92	1036.0	-476.69	1152.8	-268.86	-413.90	-399.55	971.20	1162.6	-176.65	-12.27	42.93	-180.71	106.98	139.18	
86.10	1.149	-525.90	1036.0	-476.70	1152.8	-268.86	-413.91	-399.51	971.20	1162.7	-176.64	-12.28	42.92	-180.68	106.99	139.18	
86.20	1.151	-525.92	1036.1	-476.71	1152.8	-268.83	-413.98	-399.49	971.21	1162.7	-176.63	-12.27	42.93	-180.72	106.99	139.19	
86.30	1.150	-525.90	1036.1	-476.68	1152.8	-268.78	-414.01	-399.50	971.22	1162.7	-176.60	-12.22	42.96	-180.74	106.97	139.18	
86.40	1.150	-525.87	1036.1	-476.65	1152.8	-268.79	-414.04	-399.54	971.15	1162.7	-176.58	-12.15	43.00	-180.69	106.96	139.15	
86.50	1.149	-525.86	1036.1	-476.61	1152.7	-268.81	-414.04	-399.58	971.13	1162.6	-176.58	-12.14	42.97	-180.63	106.97	139.14	
86.60	1.148	-525.86	1036.1	-476.61	1152.7	-268.85	-413.97	-399.59	971.16	1162.7	-176.58	-12.15	42.96	-180.55	106.97	139.13	
86.70	1.149	-525.88	1036.1	-476.59	1152.7	-268.90	-413.91	-399.60	971.18	1162.6	-176.59	-12.11	43.01	-180.51	106.95	139.13	
86.80	1.149	-525.91	1036.0	-476.57	1152.7	-268.88	-413.90	-399.65	971.17	1162.6	-176.60	-12.09	43.03	-180.53	106.96	139.14	
86.90	1.148	-526.00	1036.0	-476.59	1152.7	-268.85	-413.95	-399.67	971.17	1162.6	-176.60	-12.12	43.00	-180.60	106.96	139.16	
87.00	1.150	-526.12	1036.0	-476.59	1152.8	-268.84	-414.04	-399.65	971.16	1162.7	-176.57	-12.15	43.02	-180.62	106.94	139.16	
87.10	1.150	-526.15	1036.0	-476.60	1152.7	-268.88	-414.09	-399.59	971.10	1162.6	-176.53	-12.13	43.03	-180.56	106.95	139.15	
87.20	1.149	-526.01	1036.0	-476.66	1152.7	-268.84	-414.03	-399.59	971.10	1162.6	-176.51	-12.15	42.99	-180.61	106.96	139.14	
87.30	1.149	-525.90	1036.0	-476.67	1152.7	-268.78	-413.97	-399.64	971.12	1162.6	-176.54	-12.18	42.96	-180.68	106.97	139.15	
87.40	1.150	-525.88	1036.1	-476.61	1152.7	-268.78	-413.94	-399.66	971.12	1162.6	-176.60	-12.20	42.99	-180.73	106.96	139.15	
87.50	1.149	-525.88	1036.1	-476.56	1152.6	-268.86	-414.00	-399.62	971.12	1162.6	-176.56	-12.18	43.04	-180.74	106.95	139.14	
87.60	1.146	-525.85	1036.1	-476.57	1152.7	-268.90	-414.03	-399.60	971.15	1162.7	-176.57	-12.18	43.03	-180.73	106.95	139.16	
87.70	1.144	-525.77	1036.0	-476.58	1152.8	-268.91	-414.02	-399.57	971.13	1162.7	-176.62	-12.21	42.97	-180.72	106.95	139.16	
87.80	1.145	-525.75	1036.0	-476.55	1152.8	-268.90	-414.03	-399.51	971.12	1162.6	-176.68	-12.24	42.91	-180.68	106.95	139.15	
87.90	1.145	-525.83	1036.1	-476.55	1152.7	-268.88	-414.01	-399.56	971.16	1162.6	-176.67	-12.28	42.94	-180.72	106.96	139.13	
88.00	1.145	-525.89	1036.1	-476.66	1152.7	-268.81	-413.95	-399.65	971.19	1162.6	-176.67	-12.31	42.97	-180.74	106.96	139.14	
88.10	1.145	-525.92	1036.0	-476.69	1152.7	-268.78	-413.94	-399.67	971.18	1162.5	-176.65	-12.27	42.99	-180.72	106.96	139.16	
88.20	1.146	-525.97	1036.0	-476.67	1152.8	-268.80	-413.92	-399.63	971.13	1162.5	-176.63	-12.17	43.01	-180.72	106.96	139.16	
88.30	1.145	-525.98	1036.0	-476.69	1152.7	-268.76	-413.87	-399.56	971.12	1162.5	-176.58	-12.13	43.02	-180.68	106.93	139.15	
88.40	1.145	-525.96	1036.0	-476.66	1152.7	-268.73	-413.86	-399.49	971.17	1162.6	-176.57	-12.19	43.00	-180.66	106.90	139.14	
88.50	1.146	-525.92	1036.0	-476.63	1152.7	-268.74	-413.85	-399.50	971.20	1162.6	-176.60	-12.16	43.00	-180.65	106.90	139.14	
88.60	1.145	-525.89	1036.0	-476.63	1152.7	-268.76	-413.85	-399.53	971.21	1162.5	-176.56	-12.09	43.01	-180.62	106.91	139.14	
88.70	1.145	-525.93	1036.1	-476.62	1152.7	-268.79	-413.92	-399.58	971.19	1162.5	-176.46	-12.14	43.00	-180.57	106.93	139.13	
88.80	1.145	-525.99	1036.0	-476.67	1152.7	-268.85	-413.98	-399.62	971.12	1162.6	-176.47	-12.18	42.98	-180.59	106.95	139.13	
88.90	1.347	-525.97	1035.9	-476.70	1152.6	-268.86	-413.99	-399.60	971.07	1162.6	-176.52	-12.17	42.97	-180.64	106.95	139.13	
89.00	1.256	-525.92	1035.8	-476.71	1152.6	-268.82	-413.99	-399.59	971.11	1162.6	-176.54	-12.17	42.98	-180.70	106.94	139.12	
89.10	1.153	-525.94	1035.9	-476.74	1152.6	-268.78	-414.01	-399.59	971.18	1162.6	-176.53	-12.18	43.03	-180.71	106.90	139.11	
89.20	1.130	-525.97	1036.0	-476.74	1152.7	-268.73	-414.01	-399.59	971.20	1162.6	-176.58	-12.18	43.08	-180.70	106.89	139.11	
89.30	1.594	-525.98	1036.1	-476.69	1152.8	-268.70	-413.99	-399.61	971.21	1162.6	-176.61	-12.18	43.09	-180.70	106.90	139.11	
89.40	1.586	-526.00	1036.1	-476.66	1152.8	-268.77	-413.99	-399.58	971.21	1162.6	-176.59	-12.22	43.07	-180.68	106.91	139.12	
89.50	1.370	-526.02	1036.1	-476.66	1152.7	-268.86	-413.95	-399.51	971.16	1162.5	-176.59	-12.25	43.07	-180.66	106.92	139.13	
89.60	1.308	-526.04	1036.1	-476.67	1152.7	-268.90	-413.90	-399.53	971.10	1162.5	-176.59	-12.18	43.10	-180.65	106.95	139.14	
89.70	1.675	-526.07	1036.1	-476.66	1152.7	-268.88	-413.93	-399.53	971.07	1162.5	-176.58	-12.11	43.13	-180.63	106.98	139.16	
89.80	1.902	-526.07	1036.0	-476.64	1152.7	-268.81	-414.01	-399.49	971.09	1162.5	-176.54	-12.12	43.14	-180.62	106.98	139.18	
89.90	1.893	-526.00	1036.0	-476.63	1152.7	-268.71	-414.01	-399.51	971.14	1162.5	-176.50	-12.15	43.09	-180.65	106.97	139.20	
90.00	1.843	-525.95	1036.0	-476.67	1152.7	-268.67	-414.02	-399.57	971.14	1162.5	-176.56	-12.17	43.07	-180.70	107.00	139.26	
90.10	1.962	-525.94	1036.0	-476.69	1152.7	-268.70	-414.03	-399.59	971.13	1162.4	-176.63	-12.22	43.07	-180.70	107.05	139.32	
90.20	2.408	-525.92	1036.0	-476.69	1152.6	-268.73	-414.04	-399.60	971.14	1162.5	-176.62	-12.25	43.05	-180.67	107.11	139.35	
90.30	2.795	-525.86	1036.0	-476.69	1152.6	-268.74	-414.02	-399.60	971.25	1162.6	-176.59	-12.18	43.10	-180.65	107.12	139.35	
90.40	2.879	-525.83	1036.0	-476.70	1152.7	-268.76	-414.02	-399.55	971.27	1162.7	-176.65	-12.14	43.14	-180.66	107.15	139.37	
90.50	2.872	-525.87	1036.0	-476.71	1152.6	-268.77	-414.00	-399.50	971.25	1162.7	-176.64	-12.17	43.14	-180.68	107.21	139.42	
90.60	3.037	-525.93	1036.0	-476.73	1152.6	-268.81	-413.96	-399.51	971.15	1162.7	-176.59	-12.21	43.09	-180.70	107.29	139.46	
90.70	3.494	-525.96	1036.0	-476.75	1152.6	-268.85	-413.93	-399.57	971.07	1162.7	-176.62	-12.23	43.03	-180.68	107.33	139.46	
90.80	4.189	-525.98	1036.0	-476.73	1152.6	-268.78	-413.88	-399.60	971.14	1162.7	-176.62	-12.24	43.00	-180.65	107.34	139.49	
90.90	4.696	-525.96	1036.1	-476.73	1152.7	-268.72	-413.90	-399.56	971.18	1162.7	-176.57	-12.20	43.00	-180.62	107.37	139.56	
91.00	4.733	-525.93	1036.1	-476.72	1152.7	-268.68	-413.95	-399.48	971.19	1162.7	-176.54	-12.14	43.02	-180.62	107.52	139.71	
91.10	4.684	-525.98	1036.1	-476.67	1152.8	-268.71	-413.97	-399.46	971.19	1162.6	-176.60	-12.17	43.05	-180.63	107.69	139.85	
91.20	4.810	-526.10	1036.1	-476.68	1152.8	-268.81	-413.93	-399.52	971.19	1162.6	-176.63	-12.23	43.04	-180.65	107.81	139.94	
91.30	5.020	-526.11	1036.1	-476.71	1152.7	-268.86	-413.92	-399.58	971.17	1162.6	-176.67	-12.23	43.00	-180.67	107.84	139.96	
91.40	5.600	-525.99	1036.0	-476.70	1152.7	-268.89	-413.94	-399.56	971.17	1162.7	-176.77	-12.20	42.95	-180.71	107.86	139.96	
91.50	6.961	-525.91	1036.0	-476.67	1152.7	-268.88	-414.00	-399.49	971.17	1162.7	-176.79	-12.25	42.98	-180.71	107.92	140.00	
91.60	8.174	-525.91	1036.0	-476.64	1152.7	-268.84	-413.95	-399.53	971.15	1162.7	-176.77	-12.25	43.00	-180.70	108.07	140.13	
91.70	9.089	-525.95	1036.0	-476.60	1152.7	-268.82	-413.88	-399.54	971.14	1162.7	-176.78	-12.24	43.00	-180.69	108.29	140.34	
91.80	9.256	-525.98	1036.1	-476.54	1152.7	-268.79	-413.86	-399.55	971.13	1162.7	-176.73	-12.26	42.98	-180.71	108.67	140.68	
91.90	9.170	-525.93	1036.1	-476.52	1152.7	-268.79	-413.87	-399.55	971.12	1162.7	-176.73	-12.27	42.97	-180.74	109.04	140.98	
92.00	9.052	-525.92	1036.0	-476.60	1152.7	-268.82	-413.87	-399.56	971.10	1162.7	-176.74	-12.30	42.97	-180.71	109.23	141.16	
92.10	9.276	-525.99	1036.0	-476.70	1152.7	-268.88	-413.92	-399.60	971.10	1162.6	-176.69	-12.30	42.95	-180.67	109.26	141.20	
92.20	9.387	-526.07	1035.9	-476.74	1152.7	-268.91	-414.01	-399.63	971.11	1162.6	-176.62	-12.35	42.94	-180.64	109.25	141.21	
92.30	10.34	-526.06	1035.9	-476.67	1152.7	-268.88	-413.99	-399.62	971.16	1162.6	-176.64	-12.33	42.98	-180.64	109.25	141.22	
92.40	11.26	-526.04	1035.9	-476.60	1152.7	-268.86	-413.90	-399.60	971.28	1162.6	-176.68	-12.27	43.06	-180.62	109.32	141.27	
92.50	11.59	-526.04	1035.9	-476.59	1152.7	-268.83	-413.87	-399.56	971.35	1162.6	-176.69	-12.25	43.10	-180.58	109.48	141.38	
92.60	12.13	-526.01	1036.1	-476.58	1152.7	-268.76	-413.86	-399.51	971.37	1162.6	-176.69	-12.22	43.12	-180.51	109.79	141.61	
92.70	12.42	-526.01	1036.2	-476.56	1152.7	-268.76	-413.88	-399.49	971.35	1162.7	-176.66	-12.22	43.14	-180.43	110.03	141.82	
92.80	12.51	-526.03	1036.1	-476.62	1152.7	-268.79	-413.90	-399.51	971.32	1162.7	-176.67	-12.23	43.13	-180.36	110.23	142.00	
92.90	12.51	-525.98	1036.1	-476.67	1152.7	-268.79	-413.88	-399.56	971.25	1162.7	-176.67	-12.23	43.10	-180.35	110.36	142.11	
93.00	12.60	-525.94	1036.0	-476.65	1152.6	-268.78	-413.85	-399.61	971.18	1162.7	-176.63	-12.25	43.08	-180.39	110.49	142.16	
93.10	12.65	-525.93	1036.1	-476.62	1152.7	-268.77	-413.86	-399.60	971.22	1162.7	-176.61	-12.21	43.12	-180.43	110.55	142.18	
93.20	12.84	-525.90	1036.1	-476.64	1152.7	-268.77	-413.88	-399.60	971.20	1162.7	-176.61	-12.14	43.14	-180.43	110.57	142.20	
93.30	13.03	-525.90	1036.1	-476.69	1152.7	-268.80	-413.86	-399.59	971.17	1162.7	-176.66	-12.10	43.14	-180.43	110.58	142.25	
93.40	13.11	-525.97	1036.1	-476.75	1152.6	-268.87	-413.84	-399.58	971.13	1162.7	-176.66	-12.09	43.13	-180.45	110.59	142.30	
93.50	13.24	-526.07	1036.0	-476.82	1152.6	-268.92	-413.87	-399.62	971.12	1162.7	-176.66	-12.17	43.14	-180.50	110.60	142.36	
93.60	13.44	-526.10	1036.0	-476.79	1152.6	-268.87	-413.87	-399.65	971.15	1162.8	-176.66	-12.27	43.13	-180.51	110.57	142.41	
93.70	13.53	-526.08	1036.0	-476.71	1152.7	-268.79	-413.86	-399.61	971.19	1162.8	-176.65	-12.31	43.09	-180.52	110.53	142.48	
93.80	13.63	-526.07	1036.0	-476.67	1152.7	-268.74	-413.86	-399.56	971.26	1162.8	-176.63	-12.30	43.07	-180.53	110.50	142.62	
93.90	13.77	-526.07	1036.0	-476.62	1152.7	-268.74	-413.84	-399.52	971.31	1162.8	-176.68	-12.27	43.03	-180.56	110.53	142.72	
94.00	13.88	-526.03	1036.1	-476.58	1152.7	-268.73	-413.81	-399.52	971.27	1162.8	-176.70	-12.24	42.97	-180.58	110.55	142.76	
94.10	14.02	-525.99	1036.1	-476.58	1152.7	-268.75	-413.79	-399.58	971.23	1162.7	-176.72	-12.25	42.97	-180.56	110.56	142.77	
94.20	14.19	-526.00	1036.0	-476.63	1152.7	-268.82	-413.84	-399.64	971.18	1162.6	-176.77	-12.24	42.99	-180.58	110.61	142.76	
94.30	14.32	-526.04	1035.9	-476.66	1152.6	-268.84	-413.98	-399.60	971.17	1162.6	-176.78	-12.23	42.96	-180.66	110.69	142.76	
94.40	14.40	-526.07	1035.9	-476.66	1152.7	-268.83	-414.02	-399.55	971.17	1162.5	-176.73	-12.22	42.94	-180.74	110.75	142.81	
94.50	14.44	-526.06	1035.9	-476.64	1152.7	-268.84	-413.98	-399.56	971.18	1162.5	-176.70	-12.21	42.94	-180.76	110.79	142.85	
94.60	14.49	-525.99	1035.9	-476.60	1152.7	-268.87	-413.93	-399.57	971.20	1162.7	-176.67	-12.20	42.94	-180.71	110.85	142.88	
94.70	14.56	-526.00	1035.9	-476.59	1152.7	-268.88	-413.95	-399.64	971.18	1162.7	-176.67	-12.23	42.92	-180.62	110.93	142.88	
94.80	14.67	-526.05	1035.9	-476.65	1152.7	-268.79	-413.98	-399.70	971.13	1162.7	-176.67	-12.25	42.94	-180.56	111.00	142.86	
94.90	14.87	-526.03	1036.0	-476.66	1152.7	-268.69	-413.91	-399.64	971.12	1162.8	-176.69	-12.23	43.01	-180.54	111.05	142.85	
95.00	15.04	-525.99	1036.1	-476.67	1152.7	-268.70	-413.85	-399.56	971.13	1162.8	-176.67	-12.21	43.15	-180.51	111.13	142.86	
95.10	15.18	-525.98	1036.1	-476.71	1152.7	-268.76	-413.88	-399.55	971.15	1162.7	-176.66	-12.20	43.19	-180.54	111.19	142.89	
95.20	15.29	-525.96	1036.1	-476.74	1152.7	-268.72	-413.86	-399.53	971.18	1162.6	-176.65	-12.18	43.15	-180.55	111.27	142.95	
95.30	15.43	-525.97	1036.1	-476.73	1152.7	-268.71	-413.79	-399.54	971.19	1162.6	-176.62	-12.13	43.09	-180.54	111.30	143.00	
95.40	15.54	-526.04	1036.0	-476.72	1152.6	-268.75	-413.80	-399.58	971.20	1162.5	-176.57	-12.08	43.04	-180.52	111.34	143.05	
95.50	15.57	-526.11	1036.0	-476.68	1152.6	-268.73	-413.85	-399.57	971.21	1162.6	-176.57	-12.14	43.03	-180.55	111.40	143.09	
95.60	15.61	-526.15	1036.0	-476.66	1152.7	-268.73	-413.77	-399.53	971.22	1162.6	-176.63	-12.13	43.05	-180.57	111.47	143.15	
95.70	15.63	-526.12	1036.0	-476.64	1152.7	-268.72	-413.74	-399.51	971.21	1162.6	-176.66	-12.09	43.06	-180.56	111.50	143.17	
95.80	15.65	-526.11	1035.9	-476.68	1152.7	-268.69	-413.80	-399.49	971.18	1162.6	-176.64	-12.10	43.01	-180.53	111.53	143.19	
95.90	15.66	-526.09	1035.9	-476.74	1152.7	-268.69	-413.86	-399.47	971.16	1162.7	-176.60	-12.18	42.97	-180.52	111.58	143.20	
96.00	15.76	-526.06	1035.9	-476.72	1152.7	-268.73	-413.86	-399.46	971.16	1162.8	-176.56	-12.22	43.00	-180.54	111.63	143.20	
96.10	15.79	-526.04	1036.0	-476.70	1152.7	-268.77	-413.88	-399.51	971.16	1162.8	-176.56	-12.22	43.02	-180.56	111.64	143.21	
96.20	15.79	-526.07	1036.0	-476.71	1152.6	-268.81	-413.91	-399.59	971.14	1162.8	-176.59	-12.23	42.98	-180.54	111.63	143.21	
96.30	15.80	-526.11	1036.0	-476.69	1152.6	-268.84	-413.88	-399.61	971.14	1162.8	-176.63	-12.21	42.98	-180.46	111.64	143.22	
96.40	15.79	-526.12	1036.1	-476.65	1152.6	-268.85	-413.84	-399.62	971.12	1162.8	-176.67	-12.22	43.04	-180.44	111.66	143.22	
96.50	15.80	-526.12	1036.1	-476.62	1152.6	-268.84	-413.88	-399.60	971.13	1162.8	-176.71	-12.27	43.08	-180.45	111.64	143.22	
96.60	15.80	-526.10	1036.0	-476.61	1152.6	-268.77	-413.89	-399.56	971.20	1162.8	-176.73	-12.29	43.10	-180.45	111.60	143.20	
96.70	15.80	-526.05	1035.9	-476.62	1152.7	-268.70	-413.80	-399.51	971.26	1162.8	-176.71	-12.25	43.09	-180.47	111.60	143.18	
96.80	15.79	-526.03	1035.9	-476.69	1152.7	-268.64	-413.78	-399.46	971.26	1162.7	-176.71	-12.26	43.07	-180.50	111.58	143.21	
96.90	15.72	-526.05	1036.0	-476.76	1152.7	-268.65	-413.79	-399.43	971.23	1162.7	-176.73	-12.30	43.07	-180.47	111.55	143.23	
97.00	15.87	-526.10	1036.1	-476.84	1152.7	-268.70	-413.79	-399.42	971.18	1162.7	-176.75	-12.37	43.02	-180.45	111.54	143.20	
97.10	16.80	-526.11	1036.1	-476.85	1152.6	-268.77	-413.85	-399.47	971.23	1162.7	-176.74	-12.38	42.96	-180.50	111.57	143.17	
97.20	17.46	-526.04	1036.0	-476.75	1152.6	-268.73	-413.90	-399.56	971.23	1162.7	-176.66	-12.34	42.98	-180.54	111.66	143.22	
97.30	17.70	-525.99	1035.9	-476.71	1152.6	-268.69	-413.89	-399.59	971.22	1162.7	-176.63	-12.32	43.00	-180.53	111.87	143.35	
97.40	17.92	-525.96	1036.0	-476.69	1152.6	-268.67	-413.86	-399.58	971.25	1162.7	-176.67	-12.32	43.01	-180.51	112.23	143.58	
97.50	18.31	-526.02	1036.0	-476.70	1152.6	-268.65	-413.87	-399.56	971.26	1162.7	-176.73	-12.38	42.97	-180.54	112.48	143.76	
97.60	18.89	-526.14	1035.9	-476.71	1152.6	-268.67	-413.87	-399.55	971.22	1162.7	-176.73	-12.35	42.92	-180.58	112.63	143.90	
97.70	19.08	-526.17	1035.9	-476.70	1152.6	-268.71	-413.83	-399.53	971.19	1162.7	-176.74	-12.31	42.95	-180.54	112.76	144.03	
